value_id;source_product_code;source_service_code;source_service_char_code;source_field_number;source_column;target_attribute_path;default_value;value_type;apply_method;target_multiple_occurrence;rds_id;valid_from;valid_until;parent_service_code;som_attribute_path;prefix;dependent_char_code;main_bundle_access;sid_attribute_path;open_order_indicator;fixed_value;introduction_version;
BKSGC_14465;VI203;VI006;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.Specification;;;;
BKSGC_14466;VI203;VI006;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14467;VI203;VI006;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14468;VI202;VI003;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.Specification;;;;
BKSGC_14469;VI202;VI003;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14470;VI202;VI003;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14471;VI202;VI002;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.Specification;;;;
BKSGC_14472;VI202;VI002;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14473;VI202;VI002;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14474;I1305;I1305;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.Specification;;;;
BKSGC_14475;I1305;I1305;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14476;I1305;I1305;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.ProductBundle.ProductBundleOrProduct.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14477;I1208;I1290;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14478;I1208;I1290;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14479;I1208;I1290;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14480;I1203;I1213;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14481;I1203;I1213;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14482;I1203;I1213;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14483;I1204;I1210;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14484;I1204;I1210;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14485;I1204;I1210;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14486;I1204;I121z;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14487;I1204;I121z;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14488;I1204;I121z;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14489;I1201;I1043;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14490;I1201;I1043;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14491;I1201;I1043;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14492;I1201;I1040;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14493;I1201;I1040;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14494;I1201;I1040;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14495;I1100;I1040;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.Specification;;;;
BKSGC_14496;I1100;I1040;;;-;;Service Name;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.Name;;;;
BKSGC_14497;I1100;I1040;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CustomerFacingService.CharacteristicValue.StringValue;;;;
BKSGC_14498;-;I1056;;;-;;changeFee;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductPrice.Name;;;;
BKSGC_14499;-;I1056;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductPrice.Type;;;;
BKSGC_14500;I1203;I1056;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;I1213;Functions.Internet.AdslInternetConfiguration.ChargesAndCreditsList.Existing.FeatureService.FeatureServiceCode;;;;;;;;
BKSGC_14501;I1203;V018N;;;;;V018N;SERVICE;;N;;01.01.1979;01.01.3000;;Functions.Internet.AdslInternetConfiguration.DSLBandwidth.Existing;;;;;;;;
BKSGC_14502;I1203;I1213;I1221;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;OpenOrder.ProductOfferingToBe.Product.CharacteristicValue.StringValue;Y;;;
BKSGC_14503;I1203;I1213;I1221;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;OpenOrder.ProductOfferingToBe.Product.CharacteristicValue.Name;Y;maxTechnicalBandwidth;;
BKSGC_14504;I1203;I1213;I1221;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CharacteristicValue.StringValue;;;;
BKSGC_14505;I1203;I1213;I1221;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;ProductOfferingSubscription.ProductOfferingOccurrence.Product.CharacteristicValue.Name;;maxTechnicalBandwidth;;
BKSGC_14506;I1207;V019F;;;;;V019F;SERVICE;;N;;01.01.1979;01.01.3000;;Functions.Internet.AdslInternetConfiguration.UpstreamBandwidth.Existing;;;;;;;16.0;
BKSGC_14507;I1203;I1222;I905B;1;;;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;I1213;Functions.Internet.AdslInternetConfiguration.FixedIPAddress.Existing;;;;;;;16.0;
BKSGC_14508;I1203;I1213;I0104;;;;;CONFIGURED_VALUE;convertToBoolean;N;;01.01.1979;01.01.3000;;Functions.Internet.AdslInternetConfiguration.DisableInternetUsageIndicator.Existing;;;;;;;16.0;
BKSGC_14509;I1203;I1213;V0141;;;;;CONFIGURED_VALUE;truncateString100;N;;01.01.1979;01.01.3000;;Accesses.IpBitstream.IpBitstreamConfiguration.DtagFreeText.Existing;;;;;;;16.0;
BKSGC_14510;I1207;I1216;V0826;;;;;CONFIGURED_VALUE;convertBandwidthDSL;N;;01.01.1979;01.01.3000;;Functions.Internet.AdslInternetConfiguration.DSLBandwidth.Existing;;V009C;;;;VDSL;;
BKSGC_14511;I1207;I1216;V0876;;;;;CONFIGURED_VALUE;convertBandwidthDSL;N;;01.01.1979;01.01.3000;;Functions.Internet.AdslInternetConfiguration.DesiredBandwidth.Existing;;V009C;;;;VDSL;;
BKSGC_14512;I1203;VI023;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;I1213;Functions.Internet.AdslInternetConfiguration.ServiceLevel.Existing.ServiceCode;;;;;;;13.0;
BKSGC_14513;I1203;VI023;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;I1213;Functions.Internet.AdslInternetConfiguration.ServiceLevel.Existing.ServiceName;;;;;;;13.0;
BKSGC_14514;VI207;V0318;;;-;;MM;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceType;;;;;;;17.0;
BKSGC_14515;VI207;V0318;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceCode;;;;;;;17.0;
BKSGC_14516;VI207;V0318;V0200;;;;;CONFIGURED_VALUE;convertCcbToDate;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceStartDate;;;;;;;17.0;
BKSGC_14517;VI207;V0318;V0195;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceID;;;;;;;17.0;
BKSGC_14518;VI207;V0318;V0193;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceName;;;;;;;17.0;
BKSGC_14519;VI207;V0046;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceCode;;;;;;;17.0;
BKSGC_14520;VI207;V0046;;;-;;CM;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceType;;;;;;;17.0;
BKSGC_14521;VI207;V0046;V0200;;;;;CONFIGURED_VALUE;convertCcbToDate;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceStartDate;;;;;;;17.0;
BKSGC_14522;VI207;V0046;V0161;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceID;;;;;;;17.0;
BKSGC_14523;VI207;V0046;V0096;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ConditionsList.Existing.ConditionService.ConditionServiceName;;;;;;;17.0;
BKSGC_14524;VI207;S001J;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.ServiceCode;;;;;;;17.0;
BKSGC_14525;VI207;S001J;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.ServiceName;;;;;;;17.0;
BKSGC_14526;VI207;S001J;V0947;;;;;CONFIGURED_VALUE;ccbDateStringToSomDateString;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.AdditionalInfo.Value;;;;;;;17.0;
BKSGC_14527;VI207;S001J;V0947;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.AdditionalInfo.Key;;;;;;V0947;17.0;
BKSGC_14528;VI207;S001J;V0946;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.AdditionalInfo.Key;;;;;;V0946;17.0;
BKSGC_14529;VI207;S001J;V0946;;;;;CONFIGURED_VALUE;ccbDateStringToSomDateString;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevelLegalList.Existing.ServiceLevel.AdditionalInfo.Value;;;;;;;17.0;
BKSGC_14530;VI207;VI416;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevel.Existing.ServiceCode;;;;;;;17.0;
BKSGC_14531;VI207;VI416;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.ServiceLevel.Existing.ServiceName;;;;;;;17.0;
BKSGC_14532;VI207;V1100;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14533;VI207;V1100;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14534;VI207;V1099;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14535;VI207;V1099;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14536;VI207;V1098;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14537;VI207;V1098;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14538;VI207;V1097;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14539;VI207;V1097;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14540;VI207;V1096;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14541;VI207;V1096;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14542;VI207;V1095;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14543;VI207;V1095;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14544;VI207;V1094;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14545;VI207;V1094;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14546;VI207;V1093;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14547;VI207;V1093;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14548;VI207;V1092;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14549;VI207;V1092;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14550;VI207;V1091;;;SERVICE_BILLING_NAME;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceBillingName;;;;;;;17.0;
BKSGC_14551;VI207;V1091;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.TariffOptionsList.Existing.TariffOption.ServiceCode;;;;;;;17.0;
BKSGC_14552;VI207;V0287;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.BlockingList.Existing.FeatureServiceCode;;;;;;;17.0;
BKSGC_14553;VI207;V0279;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14554;VI207;VI215;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14555;VI207;VI214;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14556;VI207;VI213;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14557;VI207;VI212;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14558;VI207;VI220;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14559;VI207;V0510;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14560;VI207;V0038;;;SERVICE_CODE;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.Voice.VoiceONBConfiguration.FeaturesList.Existing.FeatureService.FeatureServiceCode;;;;;;;17.0;
BKSGC_14562;VI207;V0100;;;SERVICE_SUBSCRIPTION_DEP_ID;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.RefFunctionID.Existing;F;;;;;;17.0;
BKSGC_14563;VI207;V0100;;;-;;IGNORE;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.ProcessingType;;;;;;;17.0;
BKSGC_14564;VI207;V0100;;;SERVICE_SUBSCRIPTION_ID;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.CcbId.Existing;;;;;;;17.0;
BKSGC_14565;VI207;V0100;;;-;;S;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.CcbId.Type;;;;;;;17.0;
BKSGC_14566;VI207;V0100;;;SERVICE_SUBSCRIPTION_ID;;;CONTRACT;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.ID;F;;;;;;17.0;
BKSGC_14567;VI207;V0100;V0148;;;;;CONFIGURED_VALUE;convertToBoolean;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.InverseSearchIndicator.Existing;;;;;;;17.0;
BKSGC_14568;VI207;V0100;V0102;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.DtagId.Existing;;;;;;;17.0;
BKSGC_14569;VI207;V0100;V0101;;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.DirectoryEntryType.Existing;;;;;;;17.0;
BKSGC_14570;VI207;V0100;V0100;19;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.Country;;;;;;;17.0;
BKSGC_14571;VI207;V0100;V0100;18;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.CitySuffix;;;;;;;17.0;
BKSGC_14572;VI207;V0100;V0100;17;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.City;;;;;;;17.0;
BKSGC_14573;VI207;V0100;V0100;;;;;CONFIGURED_VALUE;truncateString360;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.DirectoryEntryText.Existing;;;;;;;17.0;
BKSGC_14574;VI207;V0100;V0100;3;;;;CONFIGURED_VALUE;getDELocalNumber;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedPhoneNumber.Existing.PilotNumber;;;;;;;17.0;
BKSGC_14575;VI207;V0100;V0100;3;;;0000;CONFIGURED_VALUE;getDEAreaCode;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedPhoneNumber.Existing.LocalAreaCode;;;;;;;17.0;
BKSGC_14576;VI207;V0100;V0100;3;;;49;CONFIGURED_VALUE;getDECountryCode;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedPhoneNumber.Existing.CountryCode;;;;;;;17.0;
BKSGC_14577;VI207;V0100;V0100;14;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.StreetNumberSuffix;;;;;;;17.0;
BKSGC_14578;VI207;V0100;V0100;15;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.PostOfficeBox;;;;;;;17.0;
BKSGC_14579;VI207;V0100;V0100;16;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.PostalCode;;;;;;;17.0;
BKSGC_14580;VI207;V0100;V0100;13;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.StreetNumber;;;;;;;17.0;
BKSGC_14581;VI207;V0100;V0100;12;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.Street;;;;;;;17.0;
BKSGC_14582;VI207;V0100;V0100;11;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.ListedAddress.Existing.AdditionalAddressDescription;;;;;;;17.0;
BKSGC_14583;VI207;V0100;V0100;10;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.IndustrialSectorRd.Existing;;;;;;;17.0;
BKSGC_14584;VI207;V0100;V0100;9;;;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;VI250;Functions.DirectoryEntry.DirectoryEntryConfiguration.Profession.Existing;;;;;;;17.0;
