value_id;source_product_code;source_service_code;source_service_char_code;source_field_number;source_column;target_attribute_path;default_value;value_type;apply_method;target_multiple_occurrence;rds_id;valid_from;valid_until;parent_service_code;som_attribute_path;prefix;dependent_char_code;main_bundle_access;sid_attribute_path;open_order_indicator;fixed_value;introduction_version;
BKSGC_0001;V0002;V0003;V0132;;;Sprache.Anschluss.AnzahlAlterAnschluesse;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0002;V0002;V0010;V0132;;;Sprache.Anschluss.AnzahlAlterAnschluesse;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0003;V0002;V0011;V0132;;;Sprache.Anschluss.AnzahlAlterAnschluesse;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0004;V0002;V0003;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0005;V0002;V0010;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0006;V0002;V0011;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0007;VI202;VI002;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0008;VI202;VI003;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0009;VI203;VI006;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0010;VI203;VI009;V0127;;;Lokation.Anschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0011;V0002;V0003;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0012;V0002;V0010;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0013;V0002;V0011;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0014;VI202;VI003;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0015;VI203;VI006;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0016;VI203;VI009;V0936;;;Sprache.Anschluss.Rufnummerliste.AnzahlNeuerRufnummer;;CONFIGURED_VALUE;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0017;V0002;V0003;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0018;V0002;V0010;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0019;V0002;V0011;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0020;VI202;VI002;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0021;VI202;VI003;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0022;VI203;VI006;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0023;VI203;VI009;V0001;3;;Sprache.Anschluss.Rufnummerliste.Hauptrufnummer;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0024;V0002;V0003;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0025;V0002;V0010;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0026;V0002;V0011;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0027;VI202;VI002;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0028;VI202;VI003;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0029;VI203;VI006;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0030;VI203;VI009;V0078;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer10;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0031;V0002;V0003;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0032;V0002;V0010;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0033;V0002;V0011;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0034;VI202;VI002;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0035;VI202;VI003;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0036;VI203;VI006;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0037;VI203;VI009;V0070;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer2;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0038;V0002;V0003;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0039;V0002;V0010;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0040;V0002;V0011;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0041;VI202;VI002;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0042;VI202;VI003;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0043;VI203;VI006;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0044;VI203;VI009;V0071;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer3;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0045;V0002;V0003;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0046;V0002;V0010;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0047;V0002;V0011;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0048;VI202;VI002;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0049;VI202;VI003;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0050;VI203;VI006;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0051;VI203;VI009;V0072;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer4;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0052;V0002;V0003;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0053;V0002;V0010;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0054;V0002;V0011;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0055;VI202;VI002;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0056;VI202;VI003;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0057;VI203;VI006;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0058;VI203;VI009;V0073;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer5;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0059;V0002;V0003;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0060;V0002;V0010;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0061;V0002;V0011;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0062;VI202;VI002;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0063;VI202;VI003;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0064;VI203;VI006;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0065;VI203;VI009;V0074;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer6;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0066;V0002;V0003;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0067;V0002;V0010;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0068;V0002;V0011;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0069;VI202;VI002;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0070;VI202;VI003;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0071;VI203;VI006;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0072;VI203;VI009;V0075;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer7;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0073;V0002;V0003;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0074;V0002;V0010;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0075;V0002;V0011;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0076;VI202;VI002;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0077;VI202;VI003;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0078;VI203;VI006;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0079;VI203;VI009;V0076;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer8;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0080;V0002;V0003;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0081;V0002;V0010;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0082;V0002;V0011;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0083;VI202;VI002;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0084;VI202;VI003;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0085;VI203;VI006;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0086;VI203;VI009;V0077;3;;Sprache.Anschluss.Rufnummerliste.Rufnummer9;;ACCESS_NUMBER;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0087;V0002;V0003;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0088;V0002;V0010;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0089;V0002;V0011;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0090;VI202;VI002;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0091;VI202;VI003;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0092;VI203;VI006;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0093;VI203;VI009;V0124;;;Sprache.Anschluss.Rufnummerliste.Vorwahl;;CONFIGURED_VALUE;checkAreaCode;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0094;V0002;V0003;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0095;V0002;V0010;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0096;V0002;V0011;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0097;VI202;VI002;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0098;VI202;VI003;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0099;VI203;VI006;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0100;VI203;VI009;V0128;;;Lokation.Anschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0101;V0002;V0003;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0102;V0002;V0010;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0103;V0002;V0011;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0104;VI202;VI002;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0105;VI202;VI003;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0106;VI203;VI006;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0107;VI203;VI009;V0129;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Name;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0108;V0002;V0003;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0109;V0002;V0010;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0110;V0002;V0011;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0111;VI202;VI002;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0112;VI202;VI003;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0113;VI203;VI006;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0114;VI203;VI009;V0130;;;Sprache.Anschluss.ZweiterAnschlussinhaber.Vorname;;CONFIGURED_VALUE;;N;;01.01.1979;01.01.1999;;;;;;;;;;
BKSGC_0115;V0002;V0003;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0116;V0002;V0010;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0117;V0002;V0011;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0118;VI202;VI002;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0119;VI202;VI003;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0120;VI203;VI006;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0121;VI203;VI009;V0014;1;STREET_NUMBER;Lokation.Lokationsadresse.Hausnummer;;ADDRESS;convertToInteger;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0122;V0002;V0003;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0123;V0002;V0010;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0124;V0002;V0011;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0125;VI202;VI002;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0126;VI202;VI003;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0127;VI203;VI006;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0128;VI203;VI009;V0014;;STREET_NUMBER_SUFFIX;Lokation.Lokationsadresse.Hausnummerzusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0136;V0002;V0003;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0137;V0002;V0010;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0138;V0002;V0011;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0139;VI202;VI002;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0140;VI202;VI003;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0141;VI203;VI006;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0142;VI203;VI009;V0014;;CITY_NAME;Lokation.Lokationsadresse.Ort;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0143;V0002;V0003;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0144;V0002;V0010;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0145;V0002;V0011;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0146;VI202;VI002;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0147;VI202;VI003;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0148;VI203;VI006;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0149;VI203;VI009;V0014;;CITY_SUFFIX_NAME;Lokation.Lokationsadresse.Ortszusatz;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0150;V0002;V0003;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0151;V0002;V0010;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0152;V0002;V0011;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0153;VI202;VI002;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0154;VI202;VI003;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
BKSGC_0155;VI203;VI006;V0014;;POSTAL_CODE;Lokation.Lokationsadresse.PLZ;;ADDRESS;;N;;01.01.1979;01.01.3000;;;;;;;;;;
